"ID","Date","Day","Service Counter ID","Time Range","Customer Count"
"323","2019-07-11","Thursday","1","Evening","39"
"324","2019-07-12","Friday","1","Morning","50"
"325","2019-07-12","Friday","1","Evening","41"
"326","2019-07-13","Saturday","1","Morning","55"
"327","2019-07-13","Saturday","1","Evening","39"
"328","2019-07-15","Monday","1","Morning","45"
"329","2019-07-15","Monday","1","Evening","38"
"330","2019-07-17","Wednesday","1","Morning","48"
"331","2019-07-17","Wednesday","1","Evening","36"
"332","2019-07-18","Thursday","1","Morning","46"
"333","2019-07-18","Thursday","1","Evening","39"
"334","2019-07-19","Friday","1","Morning","50"
"335","2019-07-19","Friday","1","Evening","41"
"336","2019-07-20","Saturday","1","Morning","55"
"337","2019-07-20","Saturday","1","Evening","39"
"338","2019-07-22","Monday","1","Morning","45"
"339","2019-07-22","Monday","1","Evening","46"
"340","2019-07-23","Tuesday","1","Morning","48"
"341","2019-07-23","Tuesday","1","Evening","41"
"342","2019-07-24","Wednesday","1","Morning","47"
"343","2019-07-24","Wednesday","1","Evening","36"
"344","2019-07-25","Thursday","1","Morning","46"
"345","2019-07-25","Thursday","1","Evening","41"
"346","2019-07-26","Friday","1","Morning","36"
"347","2019-07-26","Friday","1","Evening","42"
"348","2019-07-27","Saturday","1","Morning","48"
"349","2019-07-27","Saturday","1","Evening","41"
"350","2019-07-29","Monday","1","Morning","41"
"351","2019-07-29","Monday","1","Evening","42"
"352","2019-07-30","Tuesday","1","Morning","39"
"353","2019-07-30","Tuesday","1","Evening","40"
"354","2019-07-31","Wednesday","1","Morning","50"
"355","2019-07-31","Wednesday","1","Evening","49"
"356","2019-08-01","Thursday","1","Morning","45"
"357","2019-08-01","Thursday","1","Evening","24"
"358","2019-08-02","Friday","1","Morning","36"
"359","2019-08-02","Friday","1","Evening","46"
"360","2019-08-03","Saturday","1","Morning","45"
"361","2019-08-03","Saturday","1","Evening","41"
"362","2019-08-05","Monday","1","Morning","46"
"363","2019-08-05","Monday","1","Evening","38"
"364","2019-08-06","Tuesday","1","Morning","47"
"365","2019-08-06","Tuesday","1","Evening","49"
"366","2019-08-07","Wednesday","1","Morning","47"
"367","2019-08-07","Wednesday","1","Evening","41"
"368","2019-08-08","Thursday","1","Morning","31"
"369","2019-08-08","Thursday","1","Evening","42"
"370","2019-08-09","Friday","1","Morning","40"
"371","2019-08-09","Friday","1","Evening","47"
"372","2019-08-10","Saturday","1","Morning","41"
"373","2019-08-10","Saturday","1","Evening","48"
"374","2019-08-13","Tuesday","1","Morning","40"
"375","2019-08-13","Tuesday","1","Evening","38"
"376","2019-08-15","Thursday","1","Morning","39"
"377","2019-08-15","Thursday","1","Evening","41"
"378","2019-08-16","Friday","1","Morning","49"
"379","2019-08-16","Friday","1","Evening","41"
"380","2019-08-17","Saturday","1","Morning","45"
"381","2019-08-17","Saturday","1","Evening","43"
"382","2019-08-19","Monday","1","Morning","42"
"383","2019-08-19","Monday","1","Evening","40"
"384","2019-08-20","Tuesday","1","Morning","40"
"385","2019-08-20","Tuesday","1","Evening","32"
"386","2019-08-21","Wednesday","1","Morning","41"
"387","2019-08-21","Wednesday","1","Evening","38"
"388","2019-08-22","Thursday","1","Morning","41"
"389","2019-08-22","Thursday","1","Evening","39"
"390","2019-08-23","Friday","1","Morning","41"
"391","2019-08-23","Friday","1","Evening","45"
"392","2019-08-24","Saturday","1","Morning","41"
"393","2019-08-24","Saturday","1","Evening","30"
"394","2019-08-26","Monday","1","Morning","45"
"395","2019-08-26","Monday","1","Evening","42"
"396","2019-08-27","Tuesday","1","Morning","48"
"397","2019-08-27","Tuesday","1","Evening","41"
"398","2019-08-28","Wednesday","1","Morning","48"
"399","2019-08-28","Wednesday","1","Evening","49"
"400","2019-08-29","Thursday","1","Morning","41"
"401","2019-08-29","Thursday","1","Evening","45"
"402","2019-08-30","Friday","1","Morning","43"
"403","2019-08-30","Friday","1","Evening","35"
"404","2019-08-31","Saturday","1","Morning","49"
"405","2019-08-31","Saturday","1","Evening","40"
"406","2019-09-02","Monday","1","Morning","45"
"407","2019-09-02","Monday","1","Evening","41"
"408","2019-09-03","Tuesday","1","Morning","43"
"409","2019-09-03","Tuesday","1","Evening","35"
"410","2019-09-04","Wednesday","1","Morning","47"
"411","2019-09-04","Wednesday","1","Evening","41"
"412","2019-09-05","Thursday","1","Morning","49"
"413","2019-09-05","Thursday","1","Evening","48"
"414","2019-09-06","Friday","1","Morning","43"
"415","2019-09-06","Friday","1","Evening","39"
"416","2019-09-07","Saturday","1","Morning","45"
"417","2019-09-07","Saturday","1","Evening","38"
"418","2019-09-09","Monday","1","Morning","41"
"419","2019-09-09","Monday","1","Evening","45"
"420","2019-09-10","Tuesday","1","Morning","48"
"421","2019-09-10","Tuesday","1","Evening","49"
"422","2019-09-11","Wednesday","1","Morning","50"
"423","2019-09-11","Wednesday","1","Evening","41"
"424","2019-09-12","Thursday","1","Morning","45"
"425","2019-09-12","Thursday","1","Evening","47"
"426","2019-09-14","Saturday","1","Morning","48"
"427","2019-09-14","Saturday","1","Evening","41"
"428","2019-09-16","Monday","1","Morning","40"
"429","2019-09-16","Monday","1","Evening","39"
"430","2019-09-17","Tuesday","1","Morning","41"
"431","2019-09-17","Tuesday","1","Evening","26"
"432","2019-09-18","Wednesday","1","Morning","47"
"433","2019-09-18","Wednesday","1","Evening","48"
"434","2019-09-19","Thursday","1","Morning","41"
"435","2019-09-19","Thursday","1","Evening","35"
"436","2019-09-20","Friday","1","Morning","47"
"437","2019-09-20","Friday","1","Evening","49"
"438","2019-09-21","Saturday","1","Morning","50"
"439","2019-09-21","Saturday","1","Evening","41"
"440","2019-09-23","Monday","1","Morning","52"
"441","2019-09-23","Monday","1","Evening","41"
"442","2019-09-24","Tuesday","1","Morning","39"
"443","2019-09-24","Tuesday","1","Evening","35"
"444","2019-09-25","Wednesday","1","Morning","45"
"445","2019-09-25","Wednesday","1","Evening","41"
